"","index","content","date","polarity"
"2933","929",".@Medyascopetv #Periscope'ta: Başkanlık Sistemi Tartışmaları Konuk: Sedat Bozkurt https://t.co/rfY8iWmsKT","2016-10-27 13:16:32+00:00","Neutral"
"2934","930","#Periscope üzerinde @Medyascopetv: Başkanlık Sistemi Tartışmaları Konuk: Sedat Bozkurt https://t.co/oLtnQFpOQ0","2016-10-27 13:13:16+00:00","Neutral"
"2935","931",".@Medyascopetv #Periscope'ta: Başkanlık Sistemi Tartışmaları Konuk: Sedat Bozkurt https://t.co/YRUo7hYAIi","2016-10-27 13:12:45+00:00","Neutral"
"2936","932","@SedefKabas @JeansBiri Atatürk ve İnönü'de başkanlık sistemi olunca iyi. Ama RTE'YE gelince yaygara. Yemezler....","2016-10-27 13:10:34+00:00","Positive"
"2937","933",".@Medyascopetv #Periscope'ta: Başkanlık Sistemi Tartışmaları Konuk: Sedat Bozkurt https://t.co/jtV7yvC0Pq","2016-10-27 13:06:56+00:00","Neutral"
"2938","934","#Periscope'ta CANLI: Başkanlık Sistemi Tartışmaları Konuk: Sedat Bozkurt https://t.co/okLSAKpLNP","2016-10-27 13:06:19+00:00","Neutral"
"2939","935","Soru: Başkanlık Sistemi sihirli değnek midir?
Cevap: Hayır","2016-10-27 13:01:05+00:00","Neutral"
"2940","936","Başkanlık sistemi masalı; elindekiyle bir türlü yetinemeyen zihniyetin oyun olarak gördüğü siyasetin bir sonraki levelidir.","2016-10-27 12:56:19+00:00","Negative"
"2941","937","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/lSTvb09V1Q @medyascopetv","2016-10-27 12:56:17+00:00","Neutral"
"2942","938","""CHP Genel Başkan Yardımcısı Böke: “Türkiyede bir başkanlık sistemi tartışmasına ihtiyaç yok”"" .    https://t.co/mjMLYvA4Bi","2016-10-27 12:53:20+00:00","Negative"
"2943","939","Yeni Türkiye ve Başkanlık Sistemi Konferansı konuşmacısı Cumhurbaşkanlığı Kurumsal İletişim Başkanı @mucahitkyilmaz  dinlemek için hazırız. https://t.co/vauYhUIcsS","2016-10-27 12:51:24+00:00","Neutral"
"2944","940",".@Medyascopetv on #Periscope: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/RYiuNNcNHX","2016-10-27 12:36:13+00:00","Neutral"
"2945","941","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/wAoKKMw8B8 https://t.co/PZrbEmmQkA","2016-10-27 12:31:47+00:00","Negative"
"2946","942","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/gZjN7UToXk https://t.co/RyrRsjuqKu","2016-10-27 12:31:46+00:00","Negative"
"2947","943","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/KqkMdVU4Gt https://t.co/bwBLTIvONf","2016-10-27 12:31:46+00:00","Negative"
"2948","944","Sn.Adnan Oktar 'ın #Başkanlık Sistemi ile ilgili açıklaması https://t.co/jZw7Kfh0Vz","2016-10-27 12:29:52+00:00","Neutral"
"2949","945","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/YzF32uKIjH https://t.co/lKCBrYvBcR","2016-10-27 12:29:11+00:00","Negative"
"2950","946","BirliğimizSevgimizde #GeziParkı #OlmazBöyleŞey #Türkmenistan
#BenimAnnemHepderki #Demirtaş #Diyanet #sondakika Kandil Başkanlık Sistemi https://t.co/84wakDyCpG","2016-10-27 12:25:31+00:00","Neutral"
"2951","947","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor.... https://t.co/K2OyNQJNLT","2016-10-27 12:22:35+00:00","Negative"
"2952","948","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/6ae8Biy4wf https://t.co/ZJ2zU5IqqH","2016-10-27 12:22:29+00:00","Negative"
"2953","949","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/PQl5A7FB6P @medyascopetv aracılığıyla","2016-10-27 12:19:51+00:00","Neutral"
"2954","950","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/v2Gnyb0psb @medyascopetv aracılığıyla","2016-10-27 12:15:38+00:00","Neutral"
"2955","951","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor.... https://t.co/bOxwuFaFIr","2016-10-27 12:15:08+00:00","Negative"
"2956","952","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/ez5OUg39Uu https://t.co/yrRGikkLSc","2016-10-27 12:14:55+00:00","Negative"
"2957","953","Öcalan başkanlık sistemi ile yerel yönetim şerhinin kaldırılmasıyla Güneydoğu’yu almak istiyor. https://t.co/LfjqIZfMXZ","2016-10-27 12:13:26+00:00","Negative"
"2958","954","#BaskanlıkSistemi tehlikelidir https://t.co/j3MXTxOB5O","2016-10-27 12:10:12+00:00","Negative"
"2959","955","Sayın Abdurrahman Öz ve Sayın Abdullah Ağralı ""15 Temmuz ve Başkanlık Sistemi"" konferansı ile 04 Kasım'da İsveç'de @uetdisvec https://t.co/ypAVGmGTzO","2016-10-27 12:04:37+00:00","Neutral"
"2960","956","Kulis: İdam Cezası, Başkanlık Sistemi İle Birlikte Gelebilir https://t.co/zVDUHsMJUV","2016-10-27 12:03:28+00:00","Neutral"
"2961","957","başkanlık sistemi referandumu: https://t.co/ZysALl2sBF @sozluk","2016-10-27 12:02:43+00:00","Neutral"
"2962","958","""Neden başkanlık sistemi?"" sorusunun şimdiye kadar en anlaşılır cevabını vermiş Aydın abi. Okuyun, okutturun inşallah. https://t.co/1WqtsJkw7p","2016-10-27 11:59:24+00:00","Positive"
"2963","959","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? https://t.co/qMzDiFlVaD 
@acikcenk","2016-10-27 11:41:52+00:00","Neutral"
"2964","960","Levent Gültekin ile söyleşi: Başkanlık sistemi geliyor mu? - https://t.co/QoYHyZwsm8 @cakir_rusen https://t.co/IHOaAeEFlP","2016-10-27 11:33:53+00:00","Neutral"
"2965","961","'İdam, başkanlık sistemi ile birlikte gelebilir' https://t.co/qvYFLkua2S","2016-10-27 11:33:03+00:00","Neutral"
"2966","962","...başkanlık sistemi türkiye için neden gerekli?...  

...ROL MODEL TÜRKİYE... https://t.co/gQp8S6cxzW","2016-10-27 11:31:44+00:00","Positive"
"2967","963","Bomba kulis! 
İdam cezası, başkanlık sistemi ile birlikte mi gelecek?
https://t.co/ENC0dqI8bE","2016-10-27 11:19:59+00:00","Neutral"
"2968","964","#AKP'nin Başkanlık Sistemi dedikleri ucube ile amacı, Ulusun ortak değerlerini yok edip, hilafet ekseni etrafında dinci örgütlenme yapmaktır","2016-10-27 10:57:52+00:00","Negative"
"2969","965","Başkanlık Sistemi nal topluyor! https://t.co/2OLlVvJUSf #gazetesozcu @gazetesozcu aracılığıyla","2016-10-27 10:56:49+00:00","Negative"
"2970","966","Baykal;
Başkanlık sistemi gelirse
CHP iktidar olamaz diyormuş
Sanki her seçimde iktidara geliyorlarda ÇARKÇI milli MAL'olarak kalmaya mahkum https://t.co/F44BcBednD","2016-10-27 10:54:22+00:00","Positive"
"2971","967","#Bahçeli aklını başına almalı. Başkanlık Sistemi denilen ucube Türk Ulusu'nu 72 parçaya böler. Tarikat ve cemaatların ekmeğine yağ sürer...","2016-10-27 10:53:59+00:00","Negative"
"2972","968","‡‡‡ Ruşen Çakır: MHP Gaziantep Milletvekili Prof. Ümit Özdağ ile başkanlık sistemi üzerine söyleşi ⟩⟩ https://t.co/vkGq86UJKD • …","2016-10-27 10:41:29+00:00","Neutral"
"2973","969","'İdam, başkanlık sistemi ile birlikte gelebilir' https://t.co/a1AzzBnQwd
Başkanlığın arkasındaki  gizli tehlike  idam yasası","2016-10-27 10:40:36+00:00","Negative"
"2974","970","Başkanlık sistemi HESAPLI olursa iyi :)
RİNSOMATİK mübarek  :) https://t.co/OtootrGyoT","2016-10-27 10:38:36+00:00","Neutral"
"2975","971","Kocaeli temsilcimiz @AvHalitCokan başkanlık sistemi ile ilgili önemli açıklamalarda bulundu. 
https://t.co/sJk3kbNnIa","2016-10-27 10:32:17+00:00","Neutral"
"2976","972","CHP'nin önceki Genel Başkanı ve Antalya Milletvekili Deniz BAYKAL Başkanlık Sistemi'nin sakıncalarını ksmuoyuna... https://t.co/qJECXcEBvW","2016-10-27 10:29:41+00:00","Negative"
"2977","973","Abdurrahman Öz bey ve Abdullah Ağralı bey ""15 Temmuz ve Başkanlık Sistemi"" konferansı ile 03 Kasım'da Danimarka'da @uetddk https://t.co/MMELcA9cTq","2016-10-27 10:28:10+00:00","Neutral"
"2978","974","Bugün 16:00'da @sedattbozkurtt ile başkanlık sistemi tartışmalarını konuşacağız @semih_sakalli https://t.co/dgmZjgfsZO","2016-10-27 10:27:14+00:00","Neutral"
"2979","975","@_TersAdam Cemil Çiçek yine sallıyor cnnturk te gulermisin ağlarmısın abd sistemi gibi başkanlık istiyor  (diktatörlüğe doğru ) ! ! ! ! ! !","2016-10-27 10:25:10+00:00","Negative"
"2980","976","Başkanlık sistemi olası bir referandumla halka sorulsa oyunuz ne olurdu?  https://t.co/wswccQvS08 via @poltio","2016-10-27 10:22:12+00:00","Neutral"
"2981","977","'İdam, başkanlık sistemi ile birlikte gelebilir'
https://t.co/uSgAymYVlX https://t.co/eVnUN6DH2z","2016-10-27 10:16:05+00:00","Neutral"
"2982","978","'İdam, başkanlık sistemi ile birlikte gelebilir' https://t.co/47GHizpjEh https://t.co/cKFH6NRYWO","2016-10-27 10:08:21+00:00","Neutral"
"2983","979","#Periscope üzerinde @Medyascopetv: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor8 https://t.co/6KMNRaLt9H","2016-10-27 10:08:09+00:00","Neutral"
"2984","980","Türkiye Cumhuriyeti, Başkanlık sistemi ile tam bağımsızlığını ilan etmiş olacaktır.","2016-10-27 10:06:04+00:00","Positive"
"2985","981","'İdam, başkanlık sistemi ile birlikte gelebilir'
 https://t.co/MWd6VIke0n https://t.co/kH4JEXjTjE","2016-10-27 10:05:52+00:00","Neutral"
"2986","982","#Periscope üzerinde @Medyascopetv: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/nvKwKDBciH","2016-10-27 10:05:29+00:00","Neutral"
"2987","983","'İdam, başkanlık sistemi ile birlikte gelebilir'
https://t.co/KOjk96UbPy https://t.co/2qjasBL3tV","2016-10-27 10:02:29+00:00","Neutral"
"2988","984","#Periscope üzerinde @Medyascopetv: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/6hLsoj5Fkj","2016-10-27 10:00:41+00:00","Neutral"
"2989","985","Gül'ün eski başdanışmanı Ahmet Takan,'İdam, başkanlık sistemi ile birlikte gelebilir'... https://t.co/oUejgOrEsw","2016-10-27 09:59:25+00:00","Neutral"
"2990","986","Allah CC var gam yok Reis ve Arkadaşları var Panik yok Başkanlık Sistemi Yeni Anayasa Özgür Büyük Türkiye hepimizin Dualarınızı beklerim https://t.co/wXBvEmD9UR","2016-10-27 09:54:54+00:00","Positive"
"2991","987",".@Medyascopetv #Periscope üzerinde CANLI Başkanlık sistemi geliyor mu? Ruşen Çakır ve L… https://t.co/WU89bbOuFo","2016-10-27 09:50:36+00:00","Neutral"
"2992","988","Başkanlık sistemi gelince iki parti kalacak. Muhtemelen AKP ve CHP.
MHP seçmenleri hangi partiye oy vereceklerini şimdiden düşünüyorlar mı?","2016-10-27 09:48:39+00:00","Neutral"
"2993","989",".@Medyascopetv auf #Periscope: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/sb660Z267t","2016-10-27 09:46:44+00:00","Neutral"
"2994","990","'İdam, başkanlık sistemi ile birlikte gelebilir' https://t.co/IDYmlzrJWR","2016-10-27 09:46:41+00:00","Neutral"
"2995","991","Allah CC var gam yok Reis Devlet Hoca BinAli ve Arkadaşları var Panik yok Başkanlık Sistemi Yeni Anayasa Özgür Büyük Türkiye hepimizin Dua https://t.co/imjx8m54eW","2016-10-27 09:44:44+00:00","Positive"
"2996","992","İdam Başkanlık Sistemi ile birlikte geliyor https://t.co/eqR5Q4O7GR","2016-10-27 09:44:13+00:00","Neutral"
"2997","993","Kulis: İdam cezası, başkanlık sistemi ile birlikte gelebilir... https://t.co/dPjYUJrIwD","2016-10-27 09:43:28+00:00","Neutral"
"2998","994","Kulis: İdam cezası, başkanlık sistemi ile birlikte gelebilir... https://t.co/PpazRpNJuh","2016-10-27 09:43:19+00:00","Neutral"
"2999","995","Başkanlık sistemi tartışması Cumhurbaşkanı Erdoğan’ın ve Ak Parti’nin bir anda icat ettiği bir şey değildir..... https://t.co/s5BiQFSic8","2016-10-27 09:39:21+00:00","Neutral"
"3000","996",".@Medyascopetv #Periscope'ta: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/xqK19S2XFb","2016-10-27 09:38:40+00:00","Neutral"
"3001","997",".@Medyascopetv auf #Periscope: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/1zyTN4wL3O","2016-10-27 09:37:17+00:00","Neutral"
"3002","998","İşte Amerikan başkanlık sistemi https://t.co/Mx5gddotn3 @mgunlugu aracılığıyla","2016-10-27 09:36:55+00:00","Neutral"
"3003","999",".@Medyascopetv on #Periscope: Başkanlık sistemi geliyor mu? Ruşen Çakır ve Levent Gültekin değerlendiriyor https://t.co/Z5ITYW6MnR","2016-10-27 09:36:15+00:00","Neutral"
"3004","1000","Başbakan Binali Yıldırım: En büyük reform başkanlık sistemi
 https://t.co/NZpUO2OuRO https://t.co/M6PTxhyAqU","2016-10-17 05:20:21+00:00","Neutral"
"3005","1001","@erenerdemnet her konuşmanda kandan bahsediyon yüreğin varsa başkanlık sistemi geldiğinde kan dök. biriside senin pis kanını döker #Elazığ","2016-10-20 15:52:17+00:00","Neutral"
"3006","1002","soL Haber/ İşte AKP'nin başkanlık sistemi teklifi: Erdoğan başkan olabilecek mi? - Nabız üzerinden @NabizApp 
https://t.co/4HPtIwbGv0","2016-10-17 16:35:39+00:00","Neutral"
"3007","1003","Başkanlık sistemi 15 madde teklifi Ak Parti’den https://t.co/w6clf638Ll","2016-10-17 13:36:09+00:00","Neutral"
"3008","1004","ASO Başkanı Özdebir'den başkanlık sistemi yorumu: https://t.co/x7EYVHv6TH","2016-10-21 14:34:11+00:00","Neutral"
"3009","1005","Başkanlık Sistemi Nedir?!!! Lüftfen İzleyin ve İzletin banu avar https://t.co/EmqHntM5Z4 @YouTube aracılığıyla","2016-10-21 11:35:09+00:00","Neutral"
"3010","1006","#Başkanlık Sistemi gelsin ve anayasa değişsin istiyoruz.","2016-07-19 00:35:03+00:00","Positive"
"3011","1007","Ak Parti ’Başkanlık Sistemi’ teklifini Meclis’e götürüyor https://t.co/1Vi1SQVI7g https://t.co/kA6mIgCz2n","2016-10-12 09:04:53+00:00","Neutral"
"3012","1008","VİDEO - 'Başkanlık sistemi' yeniden Erdoğan'ın gündeminde
https://t.co/iCQuZOwi58 https://t.co/xxpiWMJWnC","2016-09-20 10:41:39+00:00","Neutral"
"3013","1009","Başbakan Yıldırım'dan Başkanlık Sistemi Açıklaması https://t.co/24rchJ1y8M","2016-10-18 10:10:56+00:00","Neutral"
"3014","1010","Baskanlik sistemi gelsin artik!!!","2016-07-16 15:43:16+00:00","Positive"
"3015","1011","Baluken: OHAL adı altında fiili başkanlık sistemi dayatılıyor https://t.co/KmEtEkOuto","2016-09-29 21:02:47+00:00","Negative"
"3016","1012","Devletin bahçesi yine dile gelmiş. ""Hayırlı gelişmeyi sabote etmek doğru olmaz"" demiş. Başkanlık sistemi olsun ben yalarım tükürdüğümü demiş","2016-10-15 11:08:48+00:00","Neutral"
"3017","1013","Otobüsler bedava, yeme içme bedava, başkanlık sistemi gelecek derken komünizm geldi ☺","2016-07-31 15:30:06+00:00","Neutral"
"3018","1014","Bahçeli'nin 'Başkanlık Sistemi' Açıklamasını Değerlendirdi https://t.co/stExzP1qOf","2016-10-11 12:35:45+00:00","Neutral"
"3019","1015","@GizliArsivTR
Müslüman Türk Kürt Arap geleceğine sahip çık Lozani yüzyıl daha uzatırma Petrol Başkanlık Sistemi büyük Türkiye hepimizin Dua","2016-07-20 19:56:15+00:00","Positive"
"3020","1016","2-3 hafta sonra hatta 1 hafta sonra hem unutulur hem başkanlık sistemi gündeme gelir rez","2016-07-16 09:57:35+00:00","Neutral"
"3021","1017","@selinsayekboke 1933  38 atatürk 1938  1950 milli şef bence bu dönemde de başkanlık sistemi uygulandı","2016-10-14 19:14:32+00:00","Neutral"
"3022","1018","Darbe başkanlık sistemi için bir zemindi ve başarılı oldu sırada ülkeyi özerk bölgelere bölme planları var
https://t.co/Zwq26KPJAV https://t.co/Lhrk0bAHO8","2016-10-26 08:06:23+00:00","Negative"
"3023","1019","Retweeted Adnan Oktar (@adnan_oktar):

Başkanlık modeli her ne şekilde olursa olsun neticesinde eyalet sistemi ve... https://t.co/RV2er7eCOB","2016-10-20 19:37:18+00:00","Neutral"
"3024","1020","Başkanlık sistemi RTE nin değil,80 milyonluk TÜRKİYE yi kontrol etmek isteyen ABD nin isteğidir!ŞU ÇILGIN TÜRKLER den korkan ABD nin işidir!","2016-10-19 08:19:41+00:00","Negative"
"3025","1021","MHP’li Karakaya’dan başkanlık sistemi açıklaması
https://t.co/xvl5tQg20I","2016-10-24 16:35:11+00:00","Neutral"
"3026","1022","@KucukkayaIsmail #unutma ki türkiyem başkanlık sistemi bize bir getirisi olmaz parlementer sistem bizim çıkarımızadır","2016-10-13 04:25:12+00:00","Negative"
"3027","1023","Bu şartlarda başkanlık sistemi olmaz  artik recep tayyip Erdoğan kimseye güvenmiyor düzgün siyasetçi yetiştirin diye yıllardır yazıyorum","2016-07-18 11:16:07+00:00","Negative"
"3028","1024","Alo Fatih ve türevlerinin yerleşik düzene geçtiği medya düzeninde başkanlık sistemi tartışılmaz,tartışılamaz!
Ancak topluma dayatılır.","2016-10-15 19:36:40+00:00","Negative"
"3029","1025","Iki hafta içinde bombalar patlar
Referandum
Başkanlık sistemi","2016-07-16 09:56:05+00:00","Neutral"
"3030","1026","Bahçeli lafı geveleyip ""Sistem tıkanabildiği için başkanlık sistemi olmalı""ya lafı getiriyor. 
Tıkayan kim:Millet.
Millete saygı duyacaksın","2016-10-16 05:14:05+00:00","Negative"
"3031","1027","@merhababencemre @cemrexx9 sanamı sorcak devlet başkanlık sistemi getirelimmi diye","2016-07-17 06:07:42+00:00","Neutral"
"3032","1028","@bgmszturk @__Birikim o yüzden Başkanlık sistemi konusunu açtılar.","2016-10-18 10:31:45+00:00","Neutral"
"3033","1029","İbrahim Gül “MHP Başkanlık Sistemine Karşı!”: #iskenderun MHP’li İbrahim Gül Başkanlık sistemi t... https://t.co/ZBpK32mHXR #iskenderun","2016-10-15 18:25:09+00:00","Neutral"
"3034","1030","Herkes konuşuyor, ama kimse ne tür bir başkanlık sistemi olduğunu bilmiyor 🙊 yada söylemiyor.","2016-10-13 20:09:09+00:00","Neutral"
"3035","1031","Başkanlık sistemi gelecek son sözü Aziz TürkMilleti söyleyecek https://t.co/TK0N4S9amO","2016-10-22 10:56:15+00:00","Positive"
"3036","1032","Başkanlık Sistemi ile Parlamenter Sistemin karşılaştırmalı tablosu

Bayram Zilan yazdı:
https://t.co/aH96RlBjDe @valiahmetaydin","2016-10-26 21:04:15+00:00","Neutral"
"3037","1033","Devletin beka ve vahdaniyetini ilgilendiren her hususta yeni anayasa başkanlık sistemi dahil her önümüzü iyice açacak prangalarımızı","2016-10-18 09:19:09+00:00","Positive"
"3038","1034","""Başkanlık sistemi parlamenter sistemin alternatifi değildir. Orada da parlamento olacaktır. Teklifimizi en kısa zamanda açıklayacağız.""","2016-10-18 18:30:43+00:00","Neutral"
"3039","1035","#BuGeceYineDedimKi  bu gök  gürültüleri  Başkanlık Sistemi yok diye oluyor olamaz.. 😉","2016-08-25 01:08:55+00:00","Neutral"
"3040","1036","#DiyeceğimŞeyŞuKi #BizimReis #susturamassınız #DiyimBenSize
#RezilAdamAhmetHakan
#kalbim #UmudumVar 
Rtleyin lütfen
Başkanlık sistemi gelsin","2016-10-08 23:11:35+00:00","Positive"
"3041","1037","Başkanlık sistemi demek bölünme demektir. #MHPBaşkanlığaMeclisteHAYIR","2016-10-24 17:21:45+00:00","Negative"
"3042","1038","Türkiye için Başkanlık Sistemi gerekli mi değil mi, Neden? @RT_Erdogan @tcbestepe @TC_Basbakan @SelimTemurci 
https://t.co/k1lKIGyOQv","2016-10-26 20:23:43+00:00","Neutral"
"3043","1039","Başkanlık sistemi şu anda sakıncalıdır,","2016-10-24 17:02:12+00:00","Negative"
"3044","1040","Amerikan başkanlık sistemi Türkiye'de uygulanabilir mi? Gazeteci Kubilay Çelik'le söyleşi. https://t.co/Tw8IE1k4bF … … … via @mgunlugu","2016-10-26 19:54:17+00:00","Neutral"
"3045","1041","21- Başkanlık sistemine geçmek öyle kolay iş değil. Önce seçim sistemi değiştirilmesi gerekiyor. Siyasi partiler yasası yenilenmesi gerek.","2016-10-18 22:57:32+00:00","Neutral"
"3046","1042","Kılıçdaroğlu'ndan 'başkanlık sistemi' mesajı!  https://t.co/S6WCMgD4g1 https://t.co/2lSs2rYQ3S","2016-10-12 20:16:19+00:00","Neutral"
"3047","1043","Başkanlık sistemi ;
ULUS DEVLETİ 
parçalamak için yapılan
 altın vuruştur!","2016-07-21 09:21:50+00:00","Negative"
"3048","1044","""Milletim Başkanlık Sistemi diyor. Hızla adım atmamız lazım.' İradene,liderine sahip çıktın; yine çıkarsın Türkiyem!
#BugünGünlerdenErdoğan https://t.co/pE44mpNcfB","2016-10-14 14:26:36+00:00","Positive"
"3049","1045","NAYLON DARBE bitti Başkanlık sistemi için gün sayıyor","2016-07-20 07:18:30+00:00","Negative"
"3050","1046","""Başkanlık Sistemi""
ALLAH'IN İZNİYLE SENİ BAŞKAN YAPACAĞIZ... https://t.co/l9QIEkPsHo","2016-10-12 10:14:13+00:00","Positive"
"3051","1047","#CANLI
""Başkanlık Sistemi""
Başbakan Binali Yıldırım soruları cevaplıyor...
https://t.co/Jncv5Y7oJ5 https://t.co/n0leLOopGu","2016-10-22 19:39:05+00:00","Neutral"
"3052","1048","6 Maddede Başkanlık Sistemi!. https://t.co/ejLGa6rvR7","2016-10-25 10:13:01+00:00","Neutral"
"3053","1049","@Stratejikbey YAŞ kararları buram buram başkanlık sistemi kokmuyor mu ? Bi bizim iddaa bayii kalmış saraya bağlanmadık..","2016-07-28 21:47:21+00:00","Neutral"
"3054","1050","Cumhurbaşkanı Erdoğan: Milletim ""Başkanlık"" sistemi diyor https://t.co/0KsBcpMAk3","2016-10-14 13:36:44+00:00","Neutral"
"3055","1051","Başkanlık Sistemi ile Parlamenter Sistemin karşılaştırmalı tablosu

Bayram Zilan yazdı:
https://t.co/1IazpeBSXV @idrisgulluce","2016-10-26 21:24:06+00:00","Neutral"
"3056","1052","""Başkanlık sistemi ile kişi başı gelir 25 bin dolara ulaşacak"" https://t.co/2OSTm1h3Hm https://t.co/eWsn3GIMHw","2016-08-07 11:16:09+00:00","Neutral"
"3057","1053","Bahçeli’ye muhalif isimler ‘ilan etti’: ‘Başkanlık sistemi’ne ‘Hayır’ diyeceğiz
https://t.co/CrC8mrWmDp https://t.co/3P1Jr47nAd","2016-10-24 13:39:03+00:00","Negative"
"3058","1054","#ŞunuSöylememLazım Nekadar gerizekali insan var ülkemde,Ülkeye Başkanlık sistemi geleli 2 yıl oldu hala istemiyoruz diyorlar 😄😄","2016-10-15 05:55:14+00:00","Neutral"
"3059","1055","GENAR Başkanı @ihsanaktas, @cuneytozdemir25 ile Türkiye'deki Başkanlık Sistemi tartışmalarını değerlendiriyor..100.8'de..","2016-10-19 15:09:07+00:00","Neutral"
"3060","1056","Al işte... Başkanlık sistemi için senaryo oynanıyor diye tutturdunuz.. Böyle bişeyin senaryosu mu olur? https://t.co/y8isgbppGc","2016-07-17 09:49:02+00:00","Neutral"
"3061","1057","'Türkiye'nin 'başkanlık sistemi' tartışmasına ihtiyacı yok' https://t.co/yEbYVD3abP #si̇yaset","2016-10-26 20:28:05+00:00","Neutral"
"3062","1058","Başkanlık Sistemi bölünme demektir https://t.co/IadFIfGJz7","2016-10-21 09:41:34+00:00","Negative"
"3063","1059","Yine 4 şehit var doğu da 😔 
 Ama yok ya başkanlık sistemi daha önemli..... 😬😬","2016-10-14 16:01:04+00:00","Neutral"
"3064","1060","Parlementer abuk sistemi!Zaten bizde ilk 30 yıl Başkanlık degilmiydi?Sonra parlementer sistem,zayıf başkanlar ve darbeler memlekte zararlar. https://t.co/8fTupjHBRH","2016-10-16 12:35:47+00:00","Positive"
"3065","1061","türk tipi başkanlık sistemi bildiğin idi amin yasasıdır..inceleyecek merak edecek nesi olabilir..idi amin her zaman haklıdır nokta...","2016-10-25 11:26:29+00:00","Positive"
"3066","1062","AKP nin Başkanlık için taze kana ihtiyaç vardı oda oldu .Başkanlık sistemi Türkiye ye hayırlı olsun??","2016-07-16 07:20:22+00:00","Neutral"
"3067","1063","#Başkanlıksistemi https://t.co/SCfDLLpDmt","2016-10-12 08:52:02+00:00","Neutral"
"3068","1064","Başkanlık Sistemi Ve İsrail İlişkisi!!! İzlerken Şoke olacaksınız! İzle Paylaş https://t.co/K7FNU6RjAL","2016-10-25 03:06:09+00:00","Neutral"
"3069","1065","Başkanlık sistemi tek adamlığı getirir ama oradan bir iktidar çıkmaz   Haberi https://t.co/g4UQyLjK8P","2016-10-20 20:15:04+00:00","Negative"
"3070","1066","@MustafaSentop @YaarYaman17  vekilim başkanlık sistemi bırakın halkı ilçe bask ve yonetim kurl uyeleri bilmiyor","2016-10-24 11:04:30+00:00","Neutral"
"3071","1067","4- Meclisi yürütmenin kontrolünden çıkarmak ve milletvekillerini daha güçlü ve sorumlu kılmak için #başkanlık sistemi kaçınılmazdır.","2016-10-10 19:18:17+00:00","Positive"
"3072","1068","Devlet Bahçeli'den başkanlık sistemi eleştirilerine sert yanıt https://t.co/RB35VrO19r https://t.co/s4s06pTwHm","2016-10-20 15:45:30+00:00","Neutral"
"3073","1069","Başkanlık Sistemi Erdoğan Ve Darbe!!! İZlerken Kanınız Donacak. Silinmedez İzle Paylaş!!! https://t.co/xx8bXbraiN","2016-10-06 10:09:53+00:00","Neutral"
"3074","1070","Başkanlık sistemi kesinleşti gözüküyor. İktidar istediğini fazlasıyla almış durumda. Artık, yaşanacak olaylar biraz da fantezilerine bağlı.","2016-07-17 21:05:31+00:00","Neutral"
"3075","1071","Emrin olur kanka baskanlik sistemi ilede turkiyeyi bol akpkk sagolsun https://t.co/leHWGMtxZA","2016-10-13 19:26:18+00:00","Negative"
"3076","1072","Anayasa ve Başkanlık Sistemi  https://t.co/hwuboiig3g.","2016-10-15 05:55:37+00:00","Neutral"
"3077","1073","Parlamenter sistemi kitleyen dinci gerici iktidar anlayışına karşı  seçenek başkanlık rejimi değil:Demokratik SOSYALİZM yeniden tartışılsın!","2016-10-22 09:11:07+00:00","Neutral"
